id,Title,Content,Content,Date,URL,"Alt Text"
10014,"10 ideas económicas que te ayudarán a vender tu casa","<div>10 IDEAS ECONÓMICAS...</div>
<div>Trucos para cerrar la venta más rápido y al mejor precio. Si has decidido vender tu casa en un momento como el actual en el que el mercado no atraviesa por su mejor momento, te damos <strong>10 ideas económicas que te ayudarán a vender al mejor precio posible</strong>. Entre ellas se encuentran mantener la casa ordenada y limpia o dar una mano de pintura al inmueble.</div>
<div></div>
<strong>1. tener la casa ordenada</strong>
si nuestra casa tiene las estanterías, los suelos o incluso los armarios abarrotados distraerá a los posibles compradores que la visiten y les causará una impresión...
<a name=""more""></a> negativa. conviene poner la mayoría de los adornos o libros que decoran la casa en el trastero durante la visita del interesado en el piso para dar más sensación de amplitud y de orden. además, durante la visita, conviene que estén las personas justas para que el potencial comprador se sienta cómodo, sin niños, mascotas o demasiados miembros de la familia alrededor

<strong>2. hacer una limpieza a fondo del piso</strong>
limpiar hasta el último rincón del piso, incluidas las alfombras o los cristales es fundamental para generar una buena impresión al visitante. unas ventanas limpias harán la vivienda más luminosa y además realzarán las vistas del exterior de la casa

<strong>3. dar una mano de pintura a la vivienda</strong>
una de las mejores maneras de refrescar la imagen de nuestra vivienda es darle una mano de pintura, preferiblemente de colores claros, que aportarán claridad y a las habitaciones y darán mayor sensación de espacio

<strong>4. repasar la lechada de los baños y cambiar la bañera</strong>
el aspecto del baño será fundamental para el potencial comprador. repasar el estado de la lechada y reformar o incluso cambiar la bañera contribuirán a dar una sensación de frescura y novedad en la vivienda que atraerá al visitante

<strong>5. consigue luminosidad en la vivienda</strong>
cambiar las lámparas o las bombillas por otras con más potencia para conseguir más luz interior en la casa es una forma sencilla de hacer más atractiva una estancia, especialmente en aquellas más oscuras o con menos luz natural

<strong>6. cuida también los “otros” espacios de la vivienda</strong>
si la vivienda tiene sótano, terraza, patio o garaje, también es importante cuidar su aspecto. ordenar herramientas y demás elementos personales fomentará que el visitante pueda imaginar qué hará con ese espacio, sin centrarse en qué se guarda actualmente en él

<strong>7. arreglar la cocina</strong>
tan importante como conseguir una buena impresión en el baño es darla en la cocina. es innecesario recurrir a una reforma completa y cara, pero sí al menos que funcione bien y se vea limpia y cuidada. además, dar una mano de pintura contribuirá a dar una mayor sensación de higiene

<strong>8. cuidar los pequeños detalles</strong>
a veces los pequeños detalles pueden marcar la diferencia, por lo que conviene prestarles atención. tiradores gastados, bisagras que chirrían, baldosas sueltas o pomos rotos son algunos de los elementos a los que muchas veces no se presta atención y que generan mala imagen. cambiarlos resulta económico y sencillo y con ello mejorará mucho la percepción sobre el inmueble. importante es también que la puerta de entrada a la vivienda, primera imagen de la casa, esté en buen estado, bien pintada y cuidada

<strong>9. si la casa tiene jardín, cuida el exterior</strong>
los elementos exteriores de una vivienda tienen tanta importancia como los interiores. si tienes un jardín con césped y con plantas, es fundamental que estén cuidados y arreglados para dar una buena sensación. si además, la casa tiene piscina, deberá estar llena y limpia para atraer la atención del visitante e incrementar su interés por la casa. importante es, también, que los muebles del jardín estén en buen estado y limpios

<strong>10. confía en un profesional que te ayude a preparar la vivienda</strong>
puede parecer un gasto, pero vender la casa a través de un profesional que conozca bien el mercado puede resultar todo un acierto a la hora de encontrar un comprador. además, hoy en día existen profesionales especializados en ‘home staging’ o cómo resaltar el aspecto de una vivienda para su venta. se trata de personal especializado en resaltar las características destacables de tu casa y que te dará consejos personalizados sobre cómo conseguir la mejor de las impresiones

visto en <a href=""http://www.idealista.com/news%20"">idealista.com</a>","<div>10 IDEAS ECONÓMICAS...</div>
<div>Trucos para cerrar la venta más rápido y al mejor precio. Si has decidido vender tu casa en un momento como el actual en el que el mercado no atraviesa por su mejor momento, te damos <strong>10 ideas económicas que te ayudarán a vender al mejor precio posible</strong>. Entre ellas se encuentran mantener la casa ordenada y limpia o dar una mano de pintura al inmueble.</div>
<div></div>
<strong>1. tener la casa ordenada</strong>
si nuestra casa tiene las estanterías, los suelos o incluso los armarios abarrotados distraerá a los posibles compradores que la visiten y les causará una impresión...
<a name=""more""></a> negativa. conviene poner la mayoría de los adornos o libros que decoran la casa en el trastero durante la visita del interesado en el piso para dar más sensación de amplitud y de orden. además, durante la visita, conviene que estén las personas justas para que el potencial comprador se sienta cómodo, sin niños, mascotas o demasiados miembros de la familia alrededor

<strong>2. hacer una limpieza a fondo del piso</strong>
limpiar hasta el último rincón del piso, incluidas las alfombras o los cristales es fundamental para generar una buena impresión al visitante. unas ventanas limpias harán la vivienda más luminosa y además realzarán las vistas del exterior de la casa

<strong>3. dar una mano de pintura a la vivienda</strong>
una de las mejores maneras de refrescar la imagen de nuestra vivienda es darle una mano de pintura, preferiblemente de colores claros, que aportarán claridad y a las habitaciones y darán mayor sensación de espacio

<strong>4. repasar la lechada de los baños y cambiar la bañera</strong>
el aspecto del baño será fundamental para el potencial comprador. repasar el estado de la lechada y reformar o incluso cambiar la bañera contribuirán a dar una sensación de frescura y novedad en la vivienda que atraerá al visitante

<strong>5. consigue luminosidad en la vivienda</strong>
cambiar las lámparas o las bombillas por otras con más potencia para conseguir más luz interior en la casa es una forma sencilla de hacer más atractiva una estancia, especialmente en aquellas más oscuras o con menos luz natural

<strong>6. cuida también los “otros” espacios de la vivienda</strong>
si la vivienda tiene sótano, terraza, patio o garaje, también es importante cuidar su aspecto. ordenar herramientas y demás elementos personales fomentará que el visitante pueda imaginar qué hará con ese espacio, sin centrarse en qué se guarda actualmente en él

<strong>7. arreglar la cocina</strong>
tan importante como conseguir una buena impresión en el baño es darla en la cocina. es innecesario recurrir a una reforma completa y cara, pero sí al menos que funcione bien y se vea limpia y cuidada. además, dar una mano de pintura contribuirá a dar una mayor sensación de higiene

<strong>8. cuidar los pequeños detalles</strong>
a veces los pequeños detalles pueden marcar la diferencia, por lo que conviene prestarles atención. tiradores gastados, bisagras que chirrían, baldosas sueltas o pomos rotos son algunos de los elementos a los que muchas veces no se presta atención y que generan mala imagen. cambiarlos resulta económico y sencillo y con ello mejorará mucho la percepción sobre el inmueble. importante es también que la puerta de entrada a la vivienda, primera imagen de la casa, esté en buen estado, bien pintada y cuidada

<strong>9. si la casa tiene jardín, cuida el exterior</strong>
los elementos exteriores de una vivienda tienen tanta importancia como los interiores. si tienes un jardín con césped y con plantas, es fundamental que estén cuidados y arreglados para dar una buena sensación. si además, la casa tiene piscina, deberá estar llena y limpia para atraer la atención del visitante e incrementar su interés por la casa. importante es, también, que los muebles del jardín estén en buen estado y limpios

<strong>10. confía en un profesional que te ayude a preparar la vivienda</strong>
puede parecer un gasto, pero vender la casa a través de un profesional que conozca bien el mercado puede resultar todo un acierto a la hora de encontrar un comprador. además, hoy en día existen profesionales especializados en ‘home staging’ o cómo resaltar el aspecto de una vivienda para su venta. se trata de personal especializado en resaltar las características destacables de tu casa y que te dará consejos personalizados sobre cómo conseguir la mejor de las impresiones

visto en <a href=""http://www.idealista.com/news%20"">idealista.com</a>",2012-05-07,,"10 ideas económicas que te ayudarán a vender tu casa"
10017,"Elia Sanchez, API titular la oficina, entrevistada en ""El Mundo""","La entrevista escrita y el video de la misma lo podeis ver en el siguiente link:

<a href=""http://www.elmundo.es/elmundo/2011/09/22/suvivienda/1316692751.html?a=a0ec954a66a686ef29cf9c6fad03f5ee&amp;t=1317726168"">http://www.elmundo.es/elmundo/2011/09/22/suvivienda/1316692751.html?a=a0ec954a66a686ef29cf9c6fad03f5ee&amp;t=1317726168</a>","La entrevista escrita y el video de la misma lo podeis ver en el siguiente link:

<a href=""http://www.elmundo.es/elmundo/2011/09/22/suvivienda/1316692751.html?a=a0ec954a66a686ef29cf9c6fad03f5ee&amp;t=1317726168"">http://www.elmundo.es/elmundo/2011/09/22/suvivienda/1316692751.html?a=a0ec954a66a686ef29cf9c6fad03f5ee&amp;t=1317726168</a>",2012-05-07,https://deapi.es/wp-content/uploads/2012/05/deapi-elia-sanchez-vales.jpg,"Elia Sanchez, API titular la oficina, entrevistada en ""El Mundo"""
10022,"El barrio...","El barrio de La Latina es un área de Madrid, administrativamente enclavada casi en su totalidad dentro del Barrio de Palacio en el distrito de Centro. Seguramente toma su nombre del antiguo hospital, fundado en 1499 por Beatriz Galindo ""La Latina"".
<div><a href=""http://1.bp.blogspot.com/_vHoVkE6Jbxg/TJfbY6DwAKI/AAAAAAAAAAc/1smdcB57xOo/s1600/HPIM8291.jpg""><img src=""http://1.bp.blogspot.com/_vHoVkE6Jbxg/TJfbY6DwAKI/AAAAAAAAAAc/1smdcB57xOo/s320/HPIM8291.jpg"" alt="""" border=""0"" /></a></div>
<!--more-->La Latina ocupa gran parte del Madrid más antiguo, a veces también conocido como Madrid de los Austrias con el que coincide en gran medida, y guarda una peculiar organización urbana propia de la distribución medieval,
<a name=""more""></a>con plazas amplias y calles estrechas que siguen el antiguo recorrido de las aguas. Su configuración se solapa casi perfectamente con los primeros recintos amurallados de la ciudadela del siglo IX –<em>la almudena</em>- y de la ciudad –<em>la medina</em>- que la circundaba. En sus calles han tenido presencia todos los hechos históricos sucedidos en Madrid en todas las épocas, sin perder su carácter popular. En este sentido se puede decir que La Latina constituye gran parte del verdadero centro histórico de Madrid.
<div></div>
La edificación del barrio es mayoritariamente del siglo XIX sobre las parcelas antiguas de edificios derruidos o derribados lo que mantiene el urbanismo de calles estrechas y quebradas junto con grandes plazas (...)
<div></div>
Ha de encontrarse una explicación histórica a las dos Cavas, (Calles Cava Baja y Cava Alta) en la actualidad dos calles que transcurren casi paralelas repletas de comercios y lugares de ocio y que originalmente marcaban el acceso a los huecos excavados bajo la muralla que permitían el acceso y salida de la ciudadela incluso con las puertas cerradas. En estas calles, en el siglo XVII, empezaron a alojarse en posadas, fondas y hospederías los mercaderes que venían de las diferentes zonas aledañas a Madrid a vender en el mercado.(..)
<h2></h2>
Fuente: Extracto de wikipedia","El barrio de La Latina es un área de Madrid, administrativamente enclavada casi en su totalidad dentro del Barrio de Palacio en el distrito de Centro. Seguramente toma su nombre del antiguo hospital, fundado en 1499 por Beatriz Galindo ""La Latina"".
<div><a href=""http://1.bp.blogspot.com/_vHoVkE6Jbxg/TJfbY6DwAKI/AAAAAAAAAAc/1smdcB57xOo/s1600/HPIM8291.jpg""><img src=""http://1.bp.blogspot.com/_vHoVkE6Jbxg/TJfbY6DwAKI/AAAAAAAAAAc/1smdcB57xOo/s320/HPIM8291.jpg"" alt="""" border=""0"" /></a></div>
<!--more-->La Latina ocupa gran parte del Madrid más antiguo, a veces también conocido como Madrid de los Austrias con el que coincide en gran medida, y guarda una peculiar organización urbana propia de la distribución medieval,
<a name=""more""></a>con plazas amplias y calles estrechas que siguen el antiguo recorrido de las aguas. Su configuración se solapa casi perfectamente con los primeros recintos amurallados de la ciudadela del siglo IX –<em>la almudena</em>- y de la ciudad –<em>la medina</em>- que la circundaba. En sus calles han tenido presencia todos los hechos históricos sucedidos en Madrid en todas las épocas, sin perder su carácter popular. En este sentido se puede decir que La Latina constituye gran parte del verdadero centro histórico de Madrid.
<div></div>
La edificación del barrio es mayoritariamente del siglo XIX sobre las parcelas antiguas de edificios derruidos o derribados lo que mantiene el urbanismo de calles estrechas y quebradas junto con grandes plazas (...)
<div></div>
Ha de encontrarse una explicación histórica a las dos Cavas, (Calles Cava Baja y Cava Alta) en la actualidad dos calles que transcurren casi paralelas repletas de comercios y lugares de ocio y que originalmente marcaban el acceso a los huecos excavados bajo la muralla que permitían el acceso y salida de la ciudadela incluso con las puertas cerradas. En estas calles, en el siglo XVII, empezaron a alojarse en posadas, fondas y hospederías los mercaderes que venían de las diferentes zonas aledañas a Madrid a vender en el mercado.(..)
<h2></h2>
Fuente: Extracto de wikipedia",2012-05-07,https://deapi.es/wp-content/uploads/2012/05/HPIM8291.jpg,"El barrio..."
10025,"¿Conoces Madrid Río?","<a href=""http://deapi.es/wp-content/uploads/2012/05/madrid-rio.gif""><img class=""alignleft wp-image-1891"" src=""http://deapi.es/wp-content/uploads/2012/05/madrid-rio.gif"" alt=""DEAPI madrid rio"" width=""641"" height=""453"" data-id=""1891"" /></a>
<div>

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

¿CONOCES MADRID RÍO?
El soterramiento de la M-30 en la zona del río, ha supuesto la mayor operación de reequilibrio ecológico en la historia reciente de nuestra ciudad. Donde antes circulaban  miles de coches  ahora se ha convertido en un gran parque lineal, un corredor verde  que se extiende  desde El Pardo hasta Getafe, uniendo bosques, espacios verdes, jardines históricos y parques urbanos, que estaban dispersos y sin conexión entre ellos, dotando a Madrid  de una infraestructura medioambiental única en el concierto de grandes metrópolis.  Esta operación  ha permitido que la ciudad mire hacia el sur  y el oeste, incorporando al centro la Casa de Campo, recuperando e integrando, por fin, el río en la estructura urbana, y haciendo del Manzanares  un nuevo eje vertebrador de la ciudad.

La reforma de la M-30 y su soterramiento en la zona oeste, a lo largo del río Manzanares, se realizó en la legislatura 2003-2007, a través del proyecto Calle 30. En 2005 el Ayuntamiento de Madrid convocó  un concurso internacional de ideas  para recuperar los espacios liberados del tráfico, del que resultó ganador el proyecto presentado por el equipo M-Río, formado por los estudios de arquitectura Burgos  &amp; Garrido; Porras&amp;La Casta; Rubio &amp; Álvarez Sala; y por el estudio holandés de paisajismo  West 8.

Durante la legislatura 2007-2011, el Ayuntamiento de Madrid  llevó a cabo  la ejecución del proyecto Madrid Río, que se concluyó el día 15 de abril de 2011, extendiéndose a una superficie total de 1.210.881 metros cuadrados, donde se han plantado 33.623 nuevos árboles de 47 especies, 470.844 arbustos de 38 especies, y 210.898 metros cuadrados de pradera.

Madrid Río es un espacio con accesibilidad universal, que se estructura en torno a nueve ámbitos de referencia:  el paseo arbolado, que se denomina Salón de Pinos y  vertebra todo el parque; las seis áreas ajardinadas  repartidas de norte a sur ( jardines de Aniceto Marinas, Virgen del Puerto, Puente de Segovia, Puente de Toledo, Matadero y parque de Arganzuela), el bulevar  de la avenida de Portugal, que prolonga el parque hacia el oeste, y la Huerta de la Partida, que se configura como nexo de unión con la Casa de Campo.

A lo largo de Madrid Río  se extienden 30 kilómetros de sendas ciclables; 33 pistas deportivas  para la práctica de patinaje, skate, escalada, fútbol 7 y 11, fútbol sala, pádel, tenis, baloncesto y  ciclismo BMX; 17 áreas de juegos infantiles con 65 elementos; 3 circuitos biosaludables con 22 elementos; 7 pistas de petanca; 12 mesas de juegos;  tres plataformas de eventos culturales en el Puente del Rey y Matadero y un  Centro de Interpretación del Río Manzanares, a lo que se suma el Complejo Cultural de Matadero Madrid. Además, con el fin de facilitar la estancia y el disfrute del nuevo parque, se han instalado 5.506 nuevos bancos, 63 fuentes para beber, 637 horquillas aparcabicis y 84 aparcabicis, así como 8.528 luminarias.

Para facilitar la permeabilidad entre los distritos situados en ambas márgenes del río, existen 33 pasos, entre los que destacan  puentes de nueva creación que por su singularidad constituyen nuevos iconos urbanos, como el puente monumental de Arganzuela, los puentes gemelos del Invernadero y del Matadero, el puente del Principado de Andorra, o el denominado puente oblicuo, construido sobre lo que antes eran calzadas de la antigua M-30 en superficie.  Los nuevos pasos vienen a sumarse a los puentes históricos del Rey, Segovia o Toledo, entre otros. El agua es uno de los principales protagonistas del parque, que cuenta con  13 fuentes ornamentales,  y una playa urbana formada por tres recintos acuáticos que se sitúa en el Parque de la Arganzuela, y  viene a dar respuesta a la petición que hicieron los niños en el Concurso Infantil y Juvenil Madrid Río.  Asimismo,  este nuevo pulmón verde constituye un punto privilegiado para contemplar la ciudad, a través de cinco  miradores: glorieta de San Vicente, huerta de la Partida, puente de Segovia, puente de Arganzuela, y  pasarela peatonal y ciclista del nudo sur.

Fuente: www.madrid.es

</div>","<a href=""http://deapi.es/wp-content/uploads/2012/05/madrid-rio.gif""><img class=""alignleft wp-image-1891"" src=""http://deapi.es/wp-content/uploads/2012/05/madrid-rio.gif"" alt=""DEAPI madrid rio"" width=""641"" height=""453"" data-id=""1891"" /></a>
<div>

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

¿CONOCES MADRID RÍO?
El soterramiento de la M-30 en la zona del río, ha supuesto la mayor operación de reequilibrio ecológico en la historia reciente de nuestra ciudad. Donde antes circulaban  miles de coches  ahora se ha convertido en un gran parque lineal, un corredor verde  que se extiende  desde El Pardo hasta Getafe, uniendo bosques, espacios verdes, jardines históricos y parques urbanos, que estaban dispersos y sin conexión entre ellos, dotando a Madrid  de una infraestructura medioambiental única en el concierto de grandes metrópolis.  Esta operación  ha permitido que la ciudad mire hacia el sur  y el oeste, incorporando al centro la Casa de Campo, recuperando e integrando, por fin, el río en la estructura urbana, y haciendo del Manzanares  un nuevo eje vertebrador de la ciudad.

La reforma de la M-30 y su soterramiento en la zona oeste, a lo largo del río Manzanares, se realizó en la legislatura 2003-2007, a través del proyecto Calle 30. En 2005 el Ayuntamiento de Madrid convocó  un concurso internacional de ideas  para recuperar los espacios liberados del tráfico, del que resultó ganador el proyecto presentado por el equipo M-Río, formado por los estudios de arquitectura Burgos  &amp; Garrido; Porras&amp;La Casta; Rubio &amp; Álvarez Sala; y por el estudio holandés de paisajismo  West 8.

Durante la legislatura 2007-2011, el Ayuntamiento de Madrid  llevó a cabo  la ejecución del proyecto Madrid Río, que se concluyó el día 15 de abril de 2011, extendiéndose a una superficie total de 1.210.881 metros cuadrados, donde se han plantado 33.623 nuevos árboles de 47 especies, 470.844 arbustos de 38 especies, y 210.898 metros cuadrados de pradera.

Madrid Río es un espacio con accesibilidad universal, que se estructura en torno a nueve ámbitos de referencia:  el paseo arbolado, que se denomina Salón de Pinos y  vertebra todo el parque; las seis áreas ajardinadas  repartidas de norte a sur ( jardines de Aniceto Marinas, Virgen del Puerto, Puente de Segovia, Puente de Toledo, Matadero y parque de Arganzuela), el bulevar  de la avenida de Portugal, que prolonga el parque hacia el oeste, y la Huerta de la Partida, que se configura como nexo de unión con la Casa de Campo.

A lo largo de Madrid Río  se extienden 30 kilómetros de sendas ciclables; 33 pistas deportivas  para la práctica de patinaje, skate, escalada, fútbol 7 y 11, fútbol sala, pádel, tenis, baloncesto y  ciclismo BMX; 17 áreas de juegos infantiles con 65 elementos; 3 circuitos biosaludables con 22 elementos; 7 pistas de petanca; 12 mesas de juegos;  tres plataformas de eventos culturales en el Puente del Rey y Matadero y un  Centro de Interpretación del Río Manzanares, a lo que se suma el Complejo Cultural de Matadero Madrid. Además, con el fin de facilitar la estancia y el disfrute del nuevo parque, se han instalado 5.506 nuevos bancos, 63 fuentes para beber, 637 horquillas aparcabicis y 84 aparcabicis, así como 8.528 luminarias.

Para facilitar la permeabilidad entre los distritos situados en ambas márgenes del río, existen 33 pasos, entre los que destacan  puentes de nueva creación que por su singularidad constituyen nuevos iconos urbanos, como el puente monumental de Arganzuela, los puentes gemelos del Invernadero y del Matadero, el puente del Principado de Andorra, o el denominado puente oblicuo, construido sobre lo que antes eran calzadas de la antigua M-30 en superficie.  Los nuevos pasos vienen a sumarse a los puentes históricos del Rey, Segovia o Toledo, entre otros. El agua es uno de los principales protagonistas del parque, que cuenta con  13 fuentes ornamentales,  y una playa urbana formada por tres recintos acuáticos que se sitúa en el Parque de la Arganzuela, y  viene a dar respuesta a la petición que hicieron los niños en el Concurso Infantil y Juvenil Madrid Río.  Asimismo,  este nuevo pulmón verde constituye un punto privilegiado para contemplar la ciudad, a través de cinco  miradores: glorieta de San Vicente, huerta de la Partida, puente de Segovia, puente de Arganzuela, y  pasarela peatonal y ciclista del nudo sur.

Fuente: www.madrid.es

</div>",2012-05-23,https://deapi.es/wp-content/uploads/2012/05/madrid-rio-1.gif,"¿Conoces Madrid Río?"
