DateKey,Month Value,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,AmountUSD
20070201,200702,8,6,1,52,51468.71,43970.75
20070201,200702,8,6,1,53,57902.16,49466.97
20070201,200702,8,6,1,54,2392.03,2043.56
20070201,200702,8,6,1,56,184977.26,158029.77
20070201,200702,8,6,1,57,48251.98,41222.63
20070201,200702,8,6,1,60,43038.25,36768.44
20070201,200702,8,6,1,61,4858.75,4150.93
20070201,200702,8,6,1,62,2208.7,1886.94
20070201,200702,8,6,1,63,32166.83,27480.77
20070201,200702,8,6,1,65,319.27,272.76
20070201,200702,8,6,1,66,290.48,248.16
20070201,200702,8,6,1,67,152.6,130.37
20070201,200702,8,6,1,68,114.72,98.01
20070201,200702,8,6,1,69,32.9,28.11
20070201,200702,8,6,1,71,49.57,42.35
20070201,200702,8,6,1,72,2573.86,2198.9
20070201,200702,8,6,1,73,246.54,210.62
20070201,200702,8,6,1,74,382.91,327.13
20070201,200702,8,6,1,76,4973.9,4249.3
20070201,200702,8,6,1,77,614.73,525.18
20070201,200702,8,6,1,78,210.18,179.56
20070201,200702,8,6,1,80,779.88,666.27
20070201,200702,8,6,1,81,482.91,412.56
20070201,200702,8,6,1,82,49.57,42.35
20070201,200702,8,6,1,83,169.27,144.61
20070201,200702,8,6,1,84,146.54,125.19
20070201,200702,8,6,1,85,135.93,116.13
20070201,200702,8,6,1,87,682.91,583.42
20070201,200702,8,6,1,89,143.51,122.6
20070201,200702,8,6,1,90,219.27,187.33
20070201,200702,8,6,1,91,-173.16,-147.93
20070201,200702,8,6,1,92,292,249.46
20070201,200702,8,6,1,94,69491.77,59368.21
20070201,200702,8,6,1,101,643361.55,549636.64
20070201,200702,7,6,1,52,57849,57849
20070201,200702,7,6,1,53,49585,49585
20070201,200702,7,6,1,54,4840,4840
20070201,200702,7,6,1,56,210849,210849
20070201,200702,7,6,1,57,82642,82642
20070201,200702,7,6,1,60,50232,50232
20070201,200702,7,6,1,61,4638,4638
20070201,200702,7,6,1,62,5154,5154
20070201,200702,7,6,1,63,16528,16528
20070201,200702,7,6,1,65,704,704
20070201,200702,7,6,1,66,640,640
20070201,200702,7,6,1,67,320,320
20070201,200702,7,6,1,68,240,240
20070201,200702,7,6,1,69,70,70
20070201,200702,7,6,1,71,104,104
20070201,200702,7,6,1,72,2479,2479
20070201,200702,7,6,1,73,416,416
20070201,200702,7,6,1,74,467,467
20070201,200702,7,6,1,76,7712,7712
20070201,200702,7,6,1,77,792,792
20070201,200702,7,6,1,78,213,213
20070201,200702,7,6,1,80,823,823
20070201,200702,7,6,1,81,509,509
20070201,200702,7,6,1,82,51,51
20070201,200702,7,6,1,83,178,178
20070201,200702,7,6,1,84,153,153
20070201,200702,7,6,1,85,142,142
20070201,200702,7,6,1,87,720,720
20070201,200702,7,6,1,89,150,150
20070201,200702,7,6,1,90,230,230
20070201,200702,7,6,1,91,-184,-184
20070201,200702,7,6,1,92,307,307
20070201,200702,7,6,1,94,95277,95277
20070201,200702,7,6,1,101,826426,826426
20070201,200702,3,6,1,52,18378,18378
20070201,200702,3,6,1,53,16540,16540
20070201,200702,3,6,1,54,265,265
20070201,200702,3,6,1,56,100485,100485
20070201,200702,3,6,1,57,36756,36756
20070201,200702,3,6,1,60,54358,54358
20070201,200702,3,6,1,61,6135,6135
20070201,200702,3,6,1,62,4462,4462
20070201,200702,3,6,1,63,11027,11027
20070201,200702,3,6,1,65,621,621
20070201,200702,3,6,1,66,565,565
20070201,200702,3,6,1,67,288,288
20070201,200702,3,6,1,68,216,216
20070201,200702,3,6,1,69,62,62
20070201,200702,3,6,1,71,93,93
20070201,200702,3,6,1,72,735,735
20070201,200702,3,6,1,73,397,397
20070201,200702,3,6,1,74,393,393
20070201,200702,3,6,1,76,3458,3458
20070201,200702,3,6,1,77,826,826
20070201,200702,3,6,1,78,247,247
20070201,200702,3,6,1,80,992,992
20070201,200702,3,6,1,81,614,614
20070201,200702,3,6,1,82,63,63
20070201,200702,3,6,1,83,221,221
20070201,200702,3,6,1,84,196,196
20070201,200702,3,6,1,85,177,177
20070201,200702,3,6,1,87,810,810
20070201,200702,3,6,1,89,191,191
20070201,200702,3,6,1,90,294,294
20070201,200702,3,6,1,91,-235,-235
20070201,200702,3,6,1,92,392,392
20070201,200702,3,6,1,94,12594,12594
20070201,200702,3,6,1,101,367567,367567
20070201,200702,5,6,1,52,20949,20949
20070201,200702,5,6,1,53,31424,31424
20070201,200702,5,6,1,54,153,153
20070201,200702,5,6,1,56,85031,85031
20070201,200702,5,6,1,60,41262,41262
20070201,200702,5,6,1,61,3387,3387
20070201,200702,5,6,1,62,3810,3810
20070201,200702,5,6,1,63,7856,7856
20070201,200702,5,6,1,65,608,608
20070201,200702,5,6,1,66,553,553
20070201,200702,5,6,1,67,270,270
20070201,200702,5,6,1,68,203,203
20070201,200702,5,6,1,69,61,61
20070201,200702,5,6,1,71,88,88
20070201,200702,5,6,1,72,262,262
20070201,200702,5,6,1,73,361,361
20070201,200702,5,6,1,74,336,336
20070201,200702,5,6,1,76,2618,2618
20070201,200702,5,6,1,77,716,716
20070201,200702,5,6,1,78,203,203
20070201,200702,5,6,1,80,811,811
20070201,200702,5,6,1,81,502,502
20070201,200702,5,6,1,82,52,52
20070201,200702,5,6,1,83,181,181
20070201,200702,5,6,1,84,161,161
20070201,200702,5,6,1,85,145,145
20070201,200702,5,6,1,87,675,675
20070201,200702,5,6,1,89,209,209
20070201,200702,5,6,1,90,321,321
20070201,200702,5,6,1,91,-257,-257
20070201,200702,5,6,1,92,428,428
20070201,200702,5,6,1,94,33912,33912
20070201,200702,5,6,1,101,349163,349163
20070201,200702,4,6,1,52,12938,12938
20070201,200702,4,6,1,53,19407,19407
20070201,200702,4,6,1,54,29,29
20070201,200702,4,6,1,56,96314,96314
20070201,200702,4,6,1,57,8086,8086
20070201,200702,4,6,1,60,36149,36149
20070201,200702,4,6,1,61,3709,3709
20070201,200702,4,6,1,62,2225,2225
20070201,200702,4,6,1,63,8410,8410
20070201,200702,4,6,1,65,351,351
20070201,200702,4,6,1,66,319,319
20070201,200702,4,6,1,67,169,169
20070201,200702,4,6,1,68,124,124
20070201,200702,4,6,1,69,35,35
20070201,200702,4,6,1,71,51,51
20070201,200702,4,6,1,72,210,210
20070201,200702,4,6,1,73,245,245
20070201,200702,4,6,1,74,219,219
20070201,200702,4,6,1,76,1927,1927
20070201,200702,4,6,1,77,562,562
20070201,200702,4,6,1,78,171,171
20070201,200702,4,6,1,80,669,669
20070201,200702,4,6,1,81,414,414
20070201,200702,4,6,1,82,42,42
20070201,200702,4,6,1,83,145,145
20070201,200702,4,6,1,84,125,125
20070201,200702,4,6,1,85,116,116
20070201,200702,4,6,1,87,585,585
20070201,200702,4,6,1,89,187,187
20070201,200702,4,6,1,90,288,288
20070201,200702,4,6,1,91,-230,-230
20070201,200702,4,6,1,92,384,384
20070201,200702,4,6,1,94,20090,20090
20070201,200702,4,6,1,101,323453,323453
20070201,200702,6,6,1,52,10225,10225
20070201,200702,6,6,1,56,83416,83416
20070201,200702,6,6,1,60,22152,22152
20070201,200702,6,6,1,61,2273,2273
20070201,200702,6,6,1,62,1136,1136
20070201,200702,6,6,1,63,3221,3221
20070201,200702,6,6,1,65,162,162
20070201,200702,6,6,1,66,148,148
20070201,200702,6,6,1,67,79,79
20070201,200702,6,6,1,68,60,60
20070201,200702,6,6,1,69,16,16
20070201,200702,6,6,1,71,25,25
20070201,200702,6,6,1,72,215,215
20070201,200702,6,6,1,73,127,127
20070201,200702,6,6,1,74,119,119
20070201,200702,6,6,1,76,953,953
20070201,200702,6,6,1,77,309,309
20070201,200702,6,6,1,78,106,106
20070201,200702,6,6,1,80,425,425
20070201,200702,6,6,1,81,263,263
20070201,200702,6,6,1,82,27,27
20070201,200702,6,6,1,83,96,96
20070201,200702,6,6,1,84,86,86
20070201,200702,6,6,1,85,77,77
20070201,200702,6,6,1,87,340,340
20070201,200702,6,6,1,89,200,200
20070201,200702,6,6,1,90,307,307
20070201,200702,6,6,1,91,-246,-246
20070201,200702,6,6,1,92,410,410
20070201,200702,6,6,1,101,255631,255631
20070201,200702,11,6,1,52,9156.25,11973.48
20070201,200702,11,6,1,53,2746.55,3591.62
20070201,200702,11,6,1,54,660.35,863.53
20070201,200702,11,6,1,56,48652.73,63622.4
20070201,200702,11,6,1,57,4578.5,5987.23
20070201,200702,11,6,1,60,13232.92,17304.48
20070201,200702,11,6,1,61,1223.12,1599.45
20070201,200702,11,6,1,62,1086.95,1421.39
20070201,200702,11,6,1,63,3662.53,4789.43
20070201,200702,11,6,1,65,145.44,190.19
20070201,200702,11,6,1,66,132.68,173.5
20070201,200702,11,6,1,67,66.72,87.25
20070201,200702,11,6,1,68,51.82,67.76
20070201,200702,11,6,1,69,15.65,20.47
20070201,200702,11,6,1,71,23.1,30.21
20070201,200702,11,6,1,72,92.25,120.63
20070201,200702,11,6,1,73,94.38,123.42
20070201,200702,11,6,1,74,191.19,250.02
20070201,200702,11,6,1,76,847.58,1108.37
20070201,200702,11,6,1,77,194.38,254.19
20070201,200702,11,6,1,78,64.59,84.46
20070201,200702,11,6,1,80,230.55,301.49
20070201,200702,11,6,1,81,143.31,187.4
20070201,200702,11,6,1,82,15.65,20.47
20070201,200702,11,6,1,83,51.82,67.76
20070201,200702,11,6,1,84,45.44,59.42
20070201,200702,11,6,1,85,42.25,55.25
20070201,200702,11,6,1,87,192.25,251.4
20070201,200702,11,6,1,89,89.06,116.46
20070201,200702,11,6,1,90,135.87,177.68
20070201,200702,11,6,1,91,-107.75,-140.9
20070201,200702,11,6,1,92,180.55,236.1
20070201,200702,11,6,1,94,6130.66,8016.97
20070201,200702,11,6,1,101,183108.43,239447.96
20070201,200702,12,6,1,52,48.63,63.59
20070201,200702,12,6,1,53,215.66,282.02
20070201,200702,12,6,1,56,3107.2,4063.24
20070201,200702,12,6,1,57,360.34,471.21
20070201,200702,12,6,1,60,3404.01,4451.37
20070201,200702,12,6,1,61,419.92,549.12
20070201,200702,12,6,1,62,175.23,229.15
20070201,200702,12,6,1,63,25.23,32.99
20070201,200702,12,6,1,65,23.1,30.21
20070201,200702,12,6,1,66,20.97,27.42
20070201,200702,12,6,1,67,12.46,16.29
20070201,200702,12,6,1,68,9.27,12.12
20070201,200702,12,6,1,69,2.89,3.78
20070201,200702,12,6,1,71,3.95,5.17
20070201,200702,12,6,1,72,1,1.31
20070201,200702,12,6,1,73,17.78,23.25
20070201,200702,12,6,1,74,28.42,37.16
20070201,200702,12,6,1,76,28.42,37.16
20070201,200702,12,6,1,77,44.38,58.04
20070201,200702,12,6,1,78,16.72,21.86
20070201,200702,12,6,1,80,61.4,80.29
20070201,200702,12,6,1,81,37.99,49.68
20070201,200702,12,6,1,82,5.01,6.55
20070201,200702,12,6,1,83,14.59,19.08
20070201,200702,12,6,1,84,13.53,17.69
20070201,200702,12,6,1,85,11.4,14.91
20070201,200702,12,6,1,87,48.63,63.59
20070201,200702,12,6,1,89,123.1,160.98
20070201,200702,12,6,1,90,189.06,247.23
20070201,200702,12,6,1,91,-150.3,-196.54
20070201,200702,12,6,1,92,251.83,329.31
20070201,200702,12,6,1,101,4798.72,6275.21
20070201,200702,12,1,1,60,2316.76,3029.59
20070201,200702,12,1,1,61,214.59,280.62
20070201,200702,12,1,1,62,214.59,280.62
20070201,200702,12,1,1,65,33.74,44.12
20070201,200702,12,1,1,66,30.55,39.95
20070201,200702,12,1,1,67,15.65,20.47
20070201,200702,12,1,1,68,11.4,14.91
20070201,200702,12,1,1,69,3.95,5.17
20070201,200702,12,1,1,71,6.08,7.95
20070201,200702,12,1,1,73,20.97,27.42
20070201,200702,12,1,1,74,42.25,55.25
20070201,200702,12,1,1,76,23.1,30.21
20070201,200702,12,1,1,77,41.19,53.86
20070201,200702,12,1,1,78,12.46,16.29
20070201,200702,12,1,1,80,43.31,56.64
20070201,200702,12,1,1,81,27.36,35.78
20070201,200702,12,1,1,82,2.89,3.78
20070201,200702,12,1,1,83,10.33,13.51
20070201,200702,12,1,1,84,8.21,10.74
20070201,200702,12,1,1,85,8.21,10.74
20070201,200702,12,1,1,87,39.06,51.08
20070201,200702,12,1,1,89,75.23,98.38
20070201,200702,12,1,1,90,115.65,151.23
20070201,200702,12,1,1,91,-90.73,-118.65
20070201,200702,12,1,1,92,153.95,201.32
20070201,200702,11,1,1,60,16381.92,21422.37
20070201,200702,11,1,1,61,1849.73,2418.86
20070201,200702,11,1,1,62,1009.29,1319.83
20070201,200702,11,1,1,65,131.61,172.1
20070201,200702,11,1,1,66,118.85,155.42
20070201,200702,11,1,1,67,64.59,84.46
20070201,200702,11,1,1,68,48.63,63.59
20070201,200702,11,1,1,69,13.53,17.69
20070201,200702,11,1,1,71,22.04,28.82
20070201,200702,11,1,1,73,97.57,127.59
20070201,200702,11,1,1,74,151.83,198.55
20070201,200702,11,1,1,76,126.29,165.15
20070201,200702,11,1,1,77,226.3,295.93
20070201,200702,11,1,1,78,76.29,99.76
20070201,200702,11,1,1,80,280.55,366.87
20070201,200702,11,1,1,81,174.17,227.76
20070201,200702,11,1,1,82,18.84,24.64
20070201,200702,11,1,1,83,62.46,81.68
20070201,200702,11,1,1,84,53.95,70.55
20070201,200702,11,1,1,85,49.7,64.99
20070201,200702,11,1,1,87,240.13,314.01
20070201,200702,11,1,1,89,105.02,137.33
20070201,200702,11,1,1,90,160.34,209.67
20070201,200702,11,1,1,91,-126.9,-165.95
20070201,200702,11,1,1,92,213.53,279.23
20070201,200702,11,1,1,94,51.82,67.76
20070201,200702,6,1,1,60,20796,20796
20070201,200702,6,1,1,61,2561,2561
20070201,200702,6,1,1,62,1920,1920
20070201,200702,6,1,1,65,306,306
20070201,200702,6,1,1,66,279,279
20070201,200702,6,1,1,67,136,136
20070201,200702,6,1,1,68,102,102
20070201,200702,6,1,1,69,31,31
20070201,200702,6,1,1,71,44,44
20070201,200702,6,1,1,73,181,181
20070201,200702,6,1,1,74,186,186
20070201,200702,6,1,1,77,361,361
20070201,200702,6,1,1,78,98,98
20070201,200702,6,1,1,80,381,381
20070201,200702,6,1,1,81,236,236
20070201,200702,6,1,1,82,23,23
20070201,200702,6,1,1,83,81,81
20070201,200702,6,1,1,84,69,69
20070201,200702,6,1,1,85,65,65
20070201,200702,6,1,1,87,340,340
20070201,200702,6,1,1,89,161,161
20070201,200702,6,1,1,90,248,248
20070201,200702,6,1,1,91,-198,-198
20070201,200702,6,1,1,92,331,331
20070201,200702,7,1,1,60,58604,58604
20070201,200702,7,1,1,61,4810,4810
20070201,200702,7,1,1,62,4810,4810
20070201,200702,7,1,1,65,730,730
20070201,200702,7,1,1,66,664,664
20070201,200702,7,1,1,67,330,330
20070201,200702,7,1,1,68,250,250
20070201,200702,7,1,1,69,73,73
20070201,200702,7,1,1,71,104,104
20070201,200702,7,1,1,73,455,455
20070201,200702,7,1,1,74,414,414
20070201,200702,7,1,1,76,515,515
20070201,200702,7,1,1,77,927,927
20070201,200702,7,1,1,78,251,251
20070201,200702,7,1,1,80,945,945
20070201,200702,7,1,1,81,585,585
20070201,200702,7,1,1,82,56,56
20070201,200702,7,1,1,83,195,195
20070201,200702,7,1,1,84,160,160
20070201,200702,7,1,1,85,156,156
20070201,200702,7,1,1,87,900,900
20070201,200702,7,1,1,89,156,156
20070201,200702,7,1,1,90,240,240
20070201,200702,7,1,1,91,-192,-192
20070201,200702,7,1,1,92,320,320
20070201,200702,7,1,1,94,301,301
20070201,200702,3,1,1,60,82524,82524
20070201,200702,3,1,1,61,9314,9314
20070201,200702,3,1,1,62,7620,7620
20070201,200702,3,1,1,65,1200,1200
20070201,200702,3,1,1,66,1092,1092
20070201,200702,3,1,1,67,540,540
20070201,200702,3,1,1,68,405,405
20070201,200702,3,1,1,69,120,120
20070201,200702,3,1,1,71,175,175
20070201,200702,3,1,1,73,721,721
20070201,200702,3,1,1,74,478,478
20070201,200702,3,1,1,76,795,795
20070201,200702,3,1,1,77,1431,1431
20070201,200702,3,1,1,78,398,398
20070201,200702,3,1,1,80,1653,1653
20070201,200702,3,1,1,81,1023,1023
20070201,200702,3,1,1,82,106,106
20070201,200702,3,1,1,83,372,372
20070201,200702,3,1,1,84,333,333
20070201,200702,3,1,1,85,298,298
20070201,200702,3,1,1,87,1350,1350
20070201,200702,3,1,1,89,325,325
20070201,200702,3,1,1,90,499,499
20070201,200702,3,1,1,91,-399,-399
20070201,200702,3,1,1,92,666,666
20070201,200702,3,1,1,94,151,151
20070201,200702,5,1,1,60,46644,46644
20070201,200702,5,1,1,61,4307,4307
20070201,200702,5,1,1,62,4307,4307
20070201,200702,5,1,1,65,570,570
20070201,200702,5,1,1,66,518,518
20070201,200702,5,1,1,67,263,263
20070201,200702,5,1,1,68,195,195
20070201,200702,5,1,1,69,57,57
20070201,200702,5,1,1,71,88,88
20070201,200702,5,1,1,73,351,351
20070201,200702,5,1,1,74,322,322
20070201,200702,5,1,1,76,394,394
20070201,200702,5,1,1,77,709,709
20070201,200702,5,1,1,78,201,201
20070201,200702,5,1,1,80,803,803
20070201,200702,5,1,1,81,497,497
20070201,200702,5,1,1,82,50,50
20070201,200702,5,1,1,83,177,177
20070201,200702,5,1,1,84,155,155
20070201,200702,5,1,1,85,142,142
20070201,200702,5,1,1,87,675,675
20070201,200702,5,1,1,89,201,201
20070201,200702,5,1,1,90,309,309
20070201,200702,5,1,1,91,-247,-247
20070201,200702,5,1,1,92,412,412
20070201,200702,5,1,1,94,294,294
20070201,200702,4,1,1,60,55506,55506
20070201,200702,4,1,1,61,5125,5125
20070201,200702,4,1,1,62,3986,3986
20070201,200702,4,1,1,65,555,555
20070201,200702,4,1,1,66,505,505
20070201,200702,4,1,1,67,255,255
20070201,200702,4,1,1,68,191,191
20070201,200702,4,1,1,69,56,56
20070201,200702,4,1,1,71,83,83
20070201,200702,4,1,1,73,367,367
20070201,200702,4,1,1,74,254,254
20070201,200702,4,1,1,76,446,446
20070201,200702,4,1,1,77,802,802
20070201,200702,4,1,1,78,247,247
20070201,200702,4,1,1,80,1051,1051
20070201,200702,4,1,1,81,651,651
20070201,200702,4,1,1,82,69,69
20070201,200702,4,1,1,83,241,241
20070201,200702,4,1,1,84,218,218
20070201,200702,4,1,1,85,192,192
20070201,200702,4,1,1,87,819,819
20070201,200702,4,1,1,89,328,328
20070201,200702,4,1,1,90,504,504
20070201,200702,4,1,1,91,-403,-403
20070201,200702,4,1,1,92,672,672
20070201,200702,4,1,1,94,326,326
20070201,200702,8,1,1,60,95680.14,81741.46
20070201,200702,8,1,1,61,11781.6,10065.26
20070201,200702,8,1,1,62,8836.09,7548.85
20070201,200702,8,1,1,65,1251.1,1068.84
20070201,200702,8,1,1,66,1137.47,971.76
20070201,200702,8,1,1,67,567.76,485.05
20070201,200702,8,1,1,68,434.42,371.13
