DateKey,Month Value,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,AmountUSD
20060201,200602,8,6,1,52,40270.01,35047.88
20060201,200602,8,6,1,53,20136.3,17525.06
20060201,200602,8,6,1,54,2.6,2.26
20060201,200602,8,6,1,56,216364.2,188306.52
20060201,200602,8,6,1,60,19819.63,17249.46
20060201,200602,8,6,1,61,1585.96,1380.3
20060201,200602,8,6,1,62,1188.98,1034.8
20060201,200602,8,6,1,63,25168.22,21904.46
20060201,200602,8,6,1,65,232.9,202.7
20060201,200602,8,6,1,66,211.69,184.24
20060201,200602,8,6,1,67,110.17,95.88
20060201,200602,8,6,1,68,82.9,72.15
20060201,200602,8,6,1,69,23.81,20.72
20060201,200602,8,6,1,71,23.81,20.72
20060201,200602,8,6,1,72,2013.24,1752.17
20060201,200602,8,6,1,73,166.24,144.68
20060201,200602,8,6,1,74,251.09,218.53
20060201,200602,8,6,1,76,3999.64,3480.97
20060201,200602,8,6,1,77,384.42,334.57
20060201,200602,8,6,1,78,137.45,119.63
20060201,200602,8,6,1,80,478.36,416.33
20060201,200602,8,6,1,81,296.54,258.09
20060201,200602,8,6,1,82,29.87,26
20060201,200602,8,6,1,83,105.63,91.93
20060201,200602,8,6,1,84,91.99,80.06
20060201,200602,8,6,1,85,84.42,73.47
20060201,200602,8,6,1,87,410.18,356.99
20060201,200602,8,6,1,89,90.48,78.75
20060201,200602,8,6,1,90,137.45,119.63
20060201,200602,8,6,1,91,-108.01,-94
20060201,200602,8,6,1,92,182.9,159.18
20060201,200602,8,6,1,94,44435.24,38672.97
20060201,200602,8,6,1,101,503384.7,438106.78
20060201,200602,7,6,1,52,43751,43751
20060201,200602,7,6,1,53,6250,6250
20060201,200602,7,6,1,54,5,5
20060201,200602,7,6,1,56,171670,171670
20060201,200602,7,6,1,57,26042,26042
20060201,200602,7,6,1,60,25480,25480
20060201,200602,7,6,1,61,3057,3057
20060201,200602,7,6,1,62,2038,2038
20060201,200602,7,6,1,63,31251,31251
20060201,200602,7,6,1,65,469,469
20060201,200602,7,6,1,66,426,426
20060201,200602,7,6,1,67,217,217
20060201,200602,7,6,1,68,161,161
20060201,200602,7,6,1,69,47,47
20060201,200602,7,6,1,71,56,56
20060201,200602,7,6,1,72,2500,2500
20060201,200602,7,6,1,73,300,300
20060201,200602,7,6,1,74,218,218
20060201,200602,7,6,1,76,5403,5403
20060201,200602,7,6,1,77,636,636
20060201,200602,7,6,1,78,195,195
20060201,200602,7,6,1,80,757,757
20060201,200602,7,6,1,81,468,468
20060201,200602,7,6,1,82,48,48
20060201,200602,7,6,1,83,169,169
20060201,200602,7,6,1,84,148,148
20060201,200602,7,6,1,85,135,135
20060201,200602,7,6,1,87,630,630
20060201,200602,7,6,1,89,144,144
20060201,200602,7,6,1,90,222,222
20060201,200602,7,6,1,91,-178,-178
20060201,200602,7,6,1,92,296,296
20060201,200602,7,6,1,94,68492,68492
20060201,200602,7,6,1,101,625022,625022
20060201,200602,3,6,1,52,5613,5613
20060201,200602,3,6,1,53,1871,1871
20060201,200602,3,6,1,56,87865,87865
20060201,200602,3,6,1,57,3118,3118
