DateKey,Month Value,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,AmountUSD
20070701,200707,8,6,1,52,27939.48,26570.84
20070701,200707,8,6,1,53,13971.04,13286.65
20070701,200707,8,6,1,54,49523.22,47097.28
20070701,200707,8,6,1,56,187183.36,178014
20070701,200707,8,6,1,60,58350.65,55492.29
20070701,200707,8,6,1,61,6586.05,6263.43
20070701,200707,8,6,1,62,5389.06,5125.07
20070701,200707,8,6,1,63,27939.48,26570.84
20070701,200707,8,6,1,65,870.79,828.13
20070701,200707,8,6,1,66,792,753.2
20070701,200707,8,6,1,67,393.51,374.23
20070701,200707,8,6,1,68,298.06,283.46
20070701,200707,8,6,1,69,87.45,83.17
20070701,200707,8,6,1,71,123.81,117.75
20070701,200707,8,6,1,72,1863.24,1771.97
20070701,200707,8,6,1,73,523.82,498.16
20070701,200707,8,6,1,74,657.15,624.96
20070701,200707,8,6,1,76,8540.63,8122.26
20070701,200707,8,6,1,77,1022.31,972.23
20070701,200707,8,6,1,78,276.84,263.28
20070701,200707,8,6,1,80,1046.56,995.29
20070701,200707,8,6,1,81,648.06,616.31
20070701,200707,8,6,1,82,64.72,61.55
20070701,200707,8,6,1,83,222.3,211.41
20070701,200707,8,6,1,84,187.45,178.27
20070701,200707,8,6,1,85,178.36,169.62
20070701,200707,8,6,1,87,955.64,908.83
20070701,200707,8,6,1,89,182.9,173.94
20070701,200707,8,6,1,90,279.87,266.16
20070701,200707,8,6,1,91,-221.64,-210.78
20070701,200707,8,6,1,92,373.82,355.51
20070701,200707,8,6,1,94,102371.17,97356.42
20070701,200707,8,6,1,101,931342.68,885719.93
20070701,200707,7,6,1,52,51345,51345
20070701,200707,7,6,1,53,38508,38508
20070701,200707,7,6,1,54,214560,214560
20070701,200707,7,6,1,56,164881,164881
20070701,200707,7,6,1,57,21393,21393
20070701,200707,7,6,1,60,78218,78218
20070701,200707,7,6,1,61,7223,7223
20070701,200707,7,6,1,62,7223,7223
20070701,200707,7,6,1,63,17115,17115
20070701,200707,7,6,1,65,936,936
20070701,200707,7,6,1,66,851,851
20070701,200707,7,6,1,67,420,420
20070701,200707,7,6,1,68,324,324
20070701,200707,7,6,1,69,94,94
20070701,200707,7,6,1,71,140,140
20070701,200707,7,6,1,72,3423,3423
20070701,200707,7,6,1,73,577,577
20070701,200707,7,6,1,74,450,450
20070701,200707,7,6,1,76,7818,7818
20070701,200707,7,6,1,77,1134,1134
20070701,200707,7,6,1,78,306,306
20070701,200707,7,6,1,80,1171,1171
20070701,200707,7,6,1,81,725,725
20070701,200707,7,6,1,82,71,71
20070701,200707,7,6,1,83,248,248
20070701,200707,7,6,1,84,208,208
20070701,200707,7,6,1,85,198,198
20070701,200707,7,6,1,87,1080,1080
20070701,200707,7,6,1,89,203,203
20070701,200707,7,6,1,90,313,313
20070701,200707,7,6,1,91,-250,-250
20070701,200707,7,6,1,92,417,417
20070701,200707,7,6,1,94,91847,91847
20070701,200707,7,6,1,101,855751,855751
20070701,200707,3,6,1,52,25579,25579
20070701,200707,3,6,1,53,9592,9592
20070701,200707,3,6,1,54,19816,19816
20070701,200707,3,6,1,56,98436,98436
20070701,200707,3,6,1,57,31973,31973
20070701,200707,3,6,1,60,61803,61803
20070701,200707,3,6,1,61,7610,7610
20070701,200707,3,6,1,62,4439,4439
20070701,200707,3,6,1,63,4796,4796
20070701,200707,3,6,1,65,614,614
20070701,200707,3,6,1,66,559,559
20070701,200707,3,6,1,67,283,283
20070701,200707,3,6,1,68,215,215
20070701,200707,3,6,1,69,61,61
20070701,200707,3,6,1,71,89,89
20070701,200707,3,6,1,72,959,959
20070701,200707,3,6,1,73,405,405
20070701,200707,3,6,1,74,296,296
20070701,200707,3,6,1,76,2381,2381
20070701,200707,3,6,1,77,869,869
20070701,200707,3,6,1,78,251,251
20070701,200707,3,6,1,80,983,983
20070701,200707,3,6,1,81,608,608
20070701,200707,3,6,1,82,61,61
20070701,200707,3,6,1,83,213,213
20070701,200707,3,6,1,84,181,181
20070701,200707,3,6,1,85,170,170
20070701,200707,3,6,1,87,878,878
20070701,200707,3,6,1,89,235,235
20070701,200707,3,6,1,90,362,362
20070701,200707,3,6,1,91,-290,-290
20070701,200707,3,6,1,92,483,483
20070701,200707,3,6,1,94,3293,3293
20070701,200707,3,6,1,101,319739,319739
20070701,200707,5,6,1,52,6009,6009
20070701,200707,5,6,1,53,27042,27042
20070701,200707,5,6,1,54,6072,6072
20070701,200707,5,6,1,56,72982,72982
20070701,200707,5,6,1,57,7511,7511
20070701,200707,5,6,1,60,44078,44078
20070701,200707,5,6,1,61,4071,4071
20070701,200707,5,6,1,62,4523,4523
20070701,200707,5,6,1,63,4056,4056
20070701,200707,5,6,1,65,680,680
20070701,200707,5,6,1,66,619,619
20070701,200707,5,6,1,67,308,308
20070701,200707,5,6,1,68,227,227
20070701,200707,5,6,1,69,68,68
20070701,200707,5,6,1,71,105,105
20070701,200707,5,6,1,72,405,405
20070701,200707,5,6,1,73,400,400
20070701,200707,5,6,1,74,320,320
20070701,200707,5,6,1,76,2190,2190
20070701,200707,5,6,1,77,788,788
20070701,200707,5,6,1,78,219,219
20070701,200707,5,6,1,80,901,901
20070701,200707,5,6,1,81,558,558
20070701,200707,5,6,1,82,58,58
20070701,200707,5,6,1,83,202,202
20070701,200707,5,6,1,84,180,180
