DateKey,Month Value,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,AmountUSD
20070601,200706,8,6,1,52,8063.35,7570.91
20070601,200706,8,6,1,53,12093.73,11355.15
20070601,200706,8,6,1,54,988.98,928.58
20070601,200706,8,6,1,56,216217.23,203012.63
20070601,200706,8,6,1,57,20156,18925.05
20070601,200706,8,6,1,60,44850.4,42111.34
20070601,200706,8,6,1,61,4602.68,4321.59
20070601,200706,8,6,1,62,3222.35,3025.56
20070601,200706,8,6,1,63,40310.92,37849.09
20070601,200706,8,6,1,65,432.91,406.47
20070601,200706,8,6,1,66,393.51,369.48
20070601,200706,8,6,1,67,205.63,193.07
20070601,200706,8,6,1,68,152.6,143.28
20070601,200706,8,6,1,69,45.02,42.27
20070601,200706,8,6,1,71,69.26,65.03
20070601,200706,8,6,1,72,1613.23,1514.71
20070601,200706,8,6,1,73,296.54,278.43
20070601,200706,8,6,1,74,482.91,453.42
20070601,200706,8,6,1,76,6623.93,6219.4
20070601,200706,8,6,1,77,661.7,621.29
20070601,200706,8,6,1,78,223.81,210.14
20070601,200706,8,6,1,80,828.37,777.78
20070601,200706,8,6,1,81,513.21,481.87
20070601,200706,8,6,1,82,54.11,50.81
20070601,200706,8,6,1,83,187.45,176
20070601,200706,8,6,1,84,166.24,156.09
20070601,200706,8,6,1,85,149.57,140.44
20070601,200706,8,6,1,87,682.91,641.2
20070601,200706,8,6,1,89,163.21,153.24
20070601,200706,8,6,1,90,248.06,232.91
20070601,200706,8,6,1,91,-195.88,-183.92
20070601,200706,8,6,1,92,331.39,311.15
20070601,200706,8,6,1,94,89908.82,84418
20070601,200706,8,6,1,101,806213.07,756976.83
20070601,200706,7,6,1,52,48533,48533
20070601,200706,7,6,1,53,9100,9100
20070601,200706,7,6,1,54,7450,7450
20070601,200706,7,6,1,56,143267,143267
20070601,200706,7,6,1,57,30333,30333
20070601,200706,7,6,1,60,55434,55434
20070601,200706,7,6,1,61,4550,4550
20070601,200706,7,6,1,62,4550,4550
20070601,200706,7,6,1,63,18200,18200
20070601,200706,7,6,1,65,612,612
20070601,200706,7,6,1,66,556,556
20070601,200706,7,6,1,67,279,279
20070601,200706,7,6,1,68,207,207
20070601,200706,7,6,1,69,61,61
20070601,200706,7,6,1,71,93,93
20070601,200706,7,6,1,72,606,606
20070601,200706,7,6,1,73,386,386
20070601,200706,7,6,1,74,386,386
20070601,200706,7,6,1,76,5356,5356
20070601,200706,7,6,1,77,818,818
20070601,200706,7,6,1,78,248,248
20070601,200706,7,6,1,80,992,992
20070601,200706,7,6,1,81,614,614
20070601,200706,7,6,1,82,63,63
