DateKey,Month Value,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,AmountUSD
20080601,200806,8,6,1,52,21507.54,21155.78
20080601,200806,8,6,1,53,10754.31,10578.42
20080601,200806,8,6,1,54,11211.9,11028.53
20080601,200806,8,6,1,56,303812.8,298843.94
20080601,200806,8,6,1,57,64520.47,63465.24
20080601,200806,8,6,1,60,60776.46,59782.46
20080601,200806,8,6,1,61,7484.55,7362.14
20080601,200806,8,6,1,62,3742.06,3680.86
20080601,200806,8,6,1,63,53767.23,52887.87
20080601,200806,8,6,1,65,607.15,597.22
20080601,200806,8,6,1,66,552.61,543.57
20080601,200806,8,6,1,67,292,287.22
20080601,200806,8,6,1,68,219.27,215.68
20080601,200806,8,6,1,69,61.69,60.68
20080601,200806,8,6,1,71,95.02,93.47
20080601,200806,8,6,1,72,3226.9,3174.12
20080601,200806,8,6,1,73,442,434.77
20080601,200806,8,6,1,74,464.73,457.13
20080601,200806,8,6,1,76,8657.3,8515.71
20080601,200806,8,6,1,77,1025.34,1008.57
20080601,200806,8,6,1,78,305.63,300.63
20080601,200806,8,6,1,80,1146.56,1127.81
20080601,200806,8,6,1,81,710.19,698.57
20080601,200806,8,6,1,82,67.75,66.64
20080601,200806,8,6,1,83,237.45,233.57
20080601,200806,8,6,1,84,195.02,191.83
20080601,200806,8,6,1,85,190.48,187.36
20080601,200806,8,6,1,87,1092.01,1074.15
20080601,200806,8,6,1,89,190.48,187.36
20080601,200806,8,6,1,90,292,287.22
20080601,200806,8,6,1,91,-232.25,-228.45
20080601,200806,8,6,1,92,388.97,382.61
20080601,200806,8,6,1,94,71684.24,70511.84
20080601,200806,8,6,1,101,1075340.81,1057753.61
20080601,200806,7,6,1,52,19715,19715
20080601,200806,7,6,1,53,39431,39431
20080601,200806,7,6,1,54,8516,8516
20080601,200806,7,6,1,56,203008,203008
20080601,200806,7,6,1,57,29573,29573
20080601,200806,7,6,1,60,54648,54648
20080601,200806,7,6,1,61,5046,5046
20080601,200806,7,6,1,62,2803,2803
20080601,200806,7,6,1,63,26287,26287
20080601,200806,7,6,1,65,506,506
20080601,200806,7,6,1,66,460,460
20080601,200806,7,6,1,67,242,242
20080601,200806,7,6,1,68,187,187
20080601,200806,7,6,1,69,51,51
20080601,200806,7,6,1,71,71,71
20080601,200806,7,6,1,72,2628,2628
20080601,200806,7,6,1,73,386,386
20080601,200806,7,6,1,74,310,310
20080601,200806,7,6,1,76,5342,5342
20080601,200806,7,6,1,77,910,910
20080601,200806,7,6,1,78,292,292
20080601,200806,7,6,1,80,1166,1166
20080601,200806,7,6,1,81,722,722
20080601,200806,7,6,1,82,73,73
20080601,200806,7,6,1,83,255,255
20080601,200806,7,6,1,84,222,222
20080601,200806,7,6,1,85,204,204
20080601,200806,7,6,1,87,990,990
20080601,200806,7,6,1,89,216,216
20080601,200806,7,6,1,90,333,333
20080601,200806,7,6,1,91,-266,-266
20080601,200806,7,6,1,92,444,444
20080601,200806,7,6,1,94,44139,44139
20080601,200806,7,6,1,101,657189,657189
20080601,200806,3,6,1,52,8151,8151
20080601,200806,3,6,1,53,8151,8151
20080601,200806,3,6,1,54,2117,2117
20080601,200806,3,6,1,56,109405,109405
20080601,200806,3,6,1,57,18340,18340
20080601,200806,3,6,1,60,42608,42608
20080601,200806,3,6,1,61,3497,3497
20080601,200806,3,6,1,62,4372,4372
20080601,200806,3,6,1,63,6113,6113
20080601,200806,3,6,1,65,809,809
20080601,200806,3,6,1,66,736,736
20080601,200806,3,6,1,67,361,361
20080601,200806,3,6,1,68,273,273
20080601,200806,3,6,1,69,81,81
20080601,200806,3,6,1,71,127,127
20080601,200806,3,6,1,72,305,305
20080601,200806,3,6,1,73,482,482
20080601,200806,3,6,1,74,359,359
20080601,200806,3,6,1,76,3138,3138
20080601,200806,3,6,1,77,938,938
20080601,200806,3,6,1,78,251,251
20080601,200806,3,6,1,80,983,983
20080601,200806,3,6,1,81,608,608
20080601,200806,3,6,1,82,60,60
20080601,200806,3,6,1,83,211,211
20080601,200806,3,6,1,84,179,179
20080601,200806,3,6,1,85,168,168
20080601,200806,3,6,1,87,878,878
20080601,200806,3,6,1,89,233,233
20080601,200806,3,6,1,90,358,358
20080601,200806,3,6,1,91,-286,-286
20080601,200806,3,6,1,92,478,478
20080601,200806,3,6,1,94,3173,3173
20080601,200806,3,6,1,101,407564,407564
20080601,200806,5,6,1,52,8990,8990
20080601,200806,5,6,1,53,8990,8990
20080601,200806,5,6,1,54,4534,4534
20080601,200806,5,6,1,56,134705,134705
20080601,200806,5,6,1,57,6743,6743
20080601,200806,5,6,1,60,53820,53820
20080601,200806,5,6,1,61,5522,5522
20080601,200806,5,6,1,62,2761,2761
20080601,200806,5,6,1,63,16183,16183
20080601,200806,5,6,1,65,515,515
